city_name,locality,locality_id,boundary_polygon,locality_np_target_mtd,locality_np_days_active,impressions,clicks,total_project_pdp_session,paid_leads,expected_leads,lead_gap,np_target_not_met,conversion,locality_demand_status
Gurgaon,Sector 52A,3b6825fb734eff6e3d03,"POLYGON((8580448.47159142 3305488.56322659,8580448.50866252 3305488.58031498,8580675.55006846 3305568.32498574,8580675.56192464 3305568.32898409,8580789.05048012 3305605.02661287,8580789.15113699 3305605.06527073,8581055.15115703 3305724.05302188,8581055.15974837 3305724.05676874,8581266.62339147 3305813.93085341,8581266.66329865 3305813.94394601,8581266.70484397 3305813.95010934,8581469.21664054 3305826.60547286,8581469.25955782 3305826.604086,8581469.26054804 3305826.56115773,8581464.81542233 3305764.62916959,8581464.79303511 3305764.51310882,8581438.0981921 3305681.01962385,8581438.09105842 3305680.99633802,8581420.38136907 3305620.57054195,8581420.34289774 3305620.35081609,8581420.35409165 3305620.12802877,8581420.41439378 3305619.91326576,8581453.67381685 3305537.95463847,8581453.68498671 3305537.92820821,8581575.00725648 3305261.96411737,8581575.02882017 3305261.91825829,8581750.8927597 3304911.27025626,8581750.91253817 3304911.23282009,8581838.81944584 3304753.04626764,8581838.83819933 3304753.00234552,8581838.80261579 3304752.97049181,8581815.18286075 3304735.87657732,8581815.03417657 3304735.74457341,8581814.91454715 3304735.58576277,8581814.82870169 3304735.4064235,8581814.78003384 3304735.21364524,8581814.77046752 3304735.01504891,8581814.80038092 3304734.81848542,8581814.8685915 3304734.63172532,8581814.97240275 3304734.46215162,8581940.11360141 3304569.47467922,8581940.1403641 3304569.43041606,8581940.15730221 3304569.38154307,8582067.04291968 3304023.83590532,8582067.05797733 3304023.77885016,8582235.12841327 3303455.46409533,8582235.13681889 3303455.42074653,8582235.09646788 3303455.40281418,8581768.76229554 3303299.73285786,8581768.71781932 3303299.72295321,8581768.71142165 3303299.76806757,8581764.26232984 3303417.39592411,8581764.25464183 3303417.48748955,8581734.20577987 3303647.82101424,8581734.20262902 3303647.84322192,8581679.65863121 3304003.54677911,8581679.65686327 3304003.55789097,8581656.29059839 3304145.27656837,8581656.26354571 3304145.39516618,8581625.12940991 3304251.61390971,8581625.08521148 3304251.73511332,8581576.1810642 3304362.96520785,8581576.05351789 3304363.17855224,8581531.60579946 3304420.04437735,8581531.59987616 3304420.05188134,8581423.68069238 3304555.43457942,8581423.55288317 3304555.56761417,8581237.73036683 3304716.27759875,8581237.70816293 3304716.29624618,8581060.74492304 3304860.5918194,8581060.70038948 3304860.63286964,8580877.04856792 3305051.77477165,8580877.04004515 3305051.78386625,8580613.25013862 3305340.39967505,8580613.18059226 3305340.46865547,8580448.4992459 3305488.53320145,8580448.47159142 3305488.56322659))",0.77,1.5,447,3,33,0,2,-2,-1,0.0000,conversion/demand gap
Gurgaon,Sector 95,7d0421d664763242671c,"POLYGON((8559867.50053605 3301016.6811721,8559867.53424993 3301016.71170166,8560963.84127363 3301826.43637997,8560963.87959599 3301826.4593774,8560963.91629327 3301826.43386673,8560994.32208727 3301800.65990055,8560994.48132246 3301800.54952719,8560994.65885294 3301800.47193175,8560994.84801457 3301800.43002704,8560995.04170655 3301800.42538607,8560995.23265808 3301800.45818305,8560995.41370116 3301800.52718686,8560995.5780398 3301800.62980722,8561252.82469265 3301998.31949503,8561252.86699303 3301998.34561622,8561252.91618619 3301998.35280452,8561752.06046932 3302019.86499797,8561752.20449981 3302019.8817275,8561952.74115528 3302058.07422608,8561952.93708955 3302058.13283028,8562511.74193809 3302289.83801436,8562511.77799547 3302289.84982534,8562511.81543192 3302289.85600154,8562922.49911194 3302325.66971151,8562922.54334424 3302325.66937906,8562922.56175454 3302325.62915883,8563113.66534529 3301776.26311402,8563113.67613215 3301776.218017,8563113.63801259 3301776.1916163,8563092.24402467 3301764.34411759,8563092.14577098 3301764.302737,8562518.99075262 3301592.33549475,8562518.81918268 3301592.26614029,8561510.992301 3301071.65680913,8561510.8259799 3301071.54875476,8560729.89795135 3300445.86131935,8560729.78402319 3300445.75439862,8560729.6881401 3300445.63103695,8560591.32119182 3300235.59216524,8560591.29223641 3300235.55660023,8560591.25252107 3300235.57953442,8560326.18843085 3300426.61052951,8560326.08652782 3300426.70880199,8559867.52473593 3301016.64266175,8559867.50053605 3301016.6811721))",117.6,12.65,47211,1087,1436,117,141,-24,-1,0.0815,conversion/demand gap
Noida,Sector 151,e92d9194f6821534be2f,"POLYGON((8622244.48551805 3305521.48171825,8622244.51570611 3305521.51207191,8623019.22825017 3306168.42932767,8623019.26362901 3306168.45368654,8623019.29659787 3306168.42615344,8624024.4651538 3305156.87349263,8624024.49149229 3305156.84483688,8624408.49981688 3304704.93000093,8624408.52515754 3304704.89356717,8624408.49506897 3304704.86094438,8623697.23794597 3304069.41488035,8623697.19951688 3304069.38707509,8623697.16056621 3304069.41414485,8623066.74832318 3304611.44061068,8623066.56259224 3304611.56701826,8623066.35332892 3304611.64877231,8622760.94216664 3304692.85273132,8622760.89499079 3304692.87075593,8622760.86751224 3304692.91312783,8622607.96851679 3304993.73615745,8622607.90060862 3304993.85029867,8622244.50644533 3305521.4443724,8622244.48551805 3305521.48171825))",5.03,6.5,2286,142,97,4,7,-3,-1,0.0412,conversion/demand gap
Gurgaon,Sector 21,ae5fff5547a3411259ee,"POLYGON((8580538.96695633 3314452.90457686,8580100.59080159 3314504.2147035,8579962.10935504 3314524.48542512,8579812.82991788 3314606.96224091,8579649.19026642 3314725.16722882,8579630.043314 3314708.44363003,8579579.83822365 3314523.34519622,8579567.92703814 3314467.72748209,8579492.67506236 3314285.67293937,8579357.75583952 3314093.35914411,8579140.348874 3313803.12004767,8579185.76722625 3313745.85843021,8578983.94498944 3313603.71892712,8579244.3212784 3313288.40772625,8579301.65081616 3313219.11373476,8579374.45376314 3313148.67999098,8579530.9689672 3313034.03593212,8579778.09823676 3313426.99678722,8579858.13695064 3313585.72989994,8579911.90426469 3313715.96086905,8579974.02054055 3313810.34110978,8580155.58263004 3314012.15237144,8580249.87023874 3314117.30320094,8580413.5098902 3314282.12562427,8580538.96695633 3314452.90457686))",6.71,13,1610,50,59,5,4,1,-2,0.0847,demand gap
Gurgaon,Sector 26A,dd174fbec73c29a29032,"POLYGON((8582078.40419451 3309508.29282007,8582078.40419451 3309467.76661803,8582052.13279468 3309443.83088762,8582049.79508537 3309418.75540647,8582053.35730908 3309258.67869527,8582054.58182348 3309017.42746077,8582064.0439802 3308563.68430062,8582062.93078529 3308373.73220259,8582104.67559434 3308105.01790709,8582201.41223183 3307506.69843863,8582222.89689356 3307493.52937978,8582447.42830649 3307532.90996932,8582597.93225804 3307547.21870098,8582863.09528511 3307577.10247308,8583201.06125916 3307602.17450284,8583453.08858632 3307634.46430734,8583631.08845209 3308105.01790709,8583295.46018735 3308373.73220259,8583239.35516399 3308435.78292469,8583101.98691235 3308600.66195596,8582926.43607537 3308827.5955585,8582525.12931106 3309157.23866972,8582344.79173598 3309312.50174279,8582128.60928486 3309447.37691906,8582078.40419451 3309508.29282007))",2.32,4.5,33,0,7,0,0,0,-2,0.0000,conversion/demand gap
Gurgaon,Sector 36A,48c9fc30de6fec58cc65,null,41.99,8.25,54150,1033,491,39,42,-3,-3,0.0794,conversion/demand gap
Noida,Sector 145,861711c78e0b17bc8fcb,"POLYGON((8622741.74438893 3309126.21159955,8622598.36488479 3308997.16508794,8622111.11947359 3308175.42508954,8621451.88544911 3308729.70464289,8620955.0665617 3309264.75752273,8620219.35604705 3309933.57205792,8619822.83602084 3310272.74130967,8621158.00199341 3311849.26934811,8621193.84686945 3311889.8027684,8622328.52643911 3311228.23671563,8622727.38417462 3310941.47959811,8622681.96582237 3310533.13997041,8622650.90768444 3310337.20723737,8622629.42302272 3309766.27030356,8622624.63628462 3309558.44416509,8622741.74438893 3309126.21159955))",6.96,13.5,12604,536,61,4,5,-1,-3,0.0656,conversion/demand gap
Gurgaon,Sector 41,1177e75c4dd3f8cccc87,null,14.18,13,25487,292,129,10,10,0,-4,0.0775,demand gap
Gurgaon,Sector 46,d12f90744c6c443e2a1e,"POLYGON((8578076.24586151 3305053.55169966,8577770.4512203 3304689.19487399,8577455.19442238 3304316.61925347,8577082.4967672 3303880.63158568,8577394.30266091 3303620.36232076,8577663.02791169 3303392.25110183,8578100.06823254 3303015.91405694,8578282.85483642 3303225.03108292,8578573.06474892 3303561.75179771,8578850.13896151 3303886.58137994,8579089.03058875 3304176.85859498,8578613.69636306 3304584.11813144,8578076.24586151 3305053.55169966))",50.24,10,285548,864,490,46,41,5,-4,0.0939,demand gap
Gurgaon,Sector 73,f6b6512439a493e2a7e1,"POLYGON((8573366.98612299 3300878.09488043,8573363.2012603 3300899.86373023,8573352.51458919 3300906.06532763,8573341.27132062 3300909.35597232,8573322.90360464 3300913.15287103,8573300.305748 3300913.9122509,8573215.03501806 3300909.10284577,8573026.45980065 3300905.55907467,8572834.32235955 3300909.22940904,8572829.53562144 3300980.86441208,8572286.18518688 3301030.98382909,8572250.22899135 3300439.81445388,8572247.89128205 3300245.80115614,8572245.55357274 3300139.11402247,8572245.55357274 3300093.04771709,8572239.54232024 3300026.60620923,8572240.76683463 3299899.41909827,8572240.76683463 3299771.09422091,8572238.87440329 3299683.89981267,8572381.36335151 3299666.56224029,8572521.40327092 3299650.99640973,8572686.26743679 3299630.3685483,8572719.32932556 3299613.91690241,8572773.98719553 3299614.04345346,8572868.94272118 3299614.54965765,8572964.45484428 3299614.54965765,8573060.07828687 3299614.54965765,8573160.93374553 3299612.77794306,8573261.90052368 3299611.0062287,8573405.83662528 3299608.6017596,8573366.98612299 3300878.09488043))",7.22,8,12662,481,134,3,9,-6,-4,0.0224,conversion/demand gap
Noida,Sector 124,ff32a98a5ec95cb466b5,"POLYGON((8608665.39477812 3318461.00922281,8608070.61473881 3317890.10520136,8607595.28051312 3318181.57368162,8608275.99919933 3318845.63868677,8608665.39477812 3318461.00922281))",5.16,10,7282,143,100,0,7,-7,-5,0.0000,conversion/demand gap
Noida,Sector 110,6197925ab00826f0f32f,"POLYGON((8614804.77601486 3316470.74466132,8614632.23080413 3316587.6990296,8614537.27527848 3316612.78796578,8614324.09845362 3316701.23317745,8614030.88291487 3316825.41225712,8614027.32069116 3316805.13804277,8613979.56462961 3316775.23363281,8613975.33448896 3316760.91501955,8613980.12122707 3316709.59622206,8613976.55900336 3316651.56186897,8613958.63656534 3316588.33258802,8613934.70287482 3316536.38089788,8613865.46215155 3316450.34427514,8613860.67541344 3316435.3924591,8613863.12444224 3316427.66313703,8613873.2545159 3316413.3448965,8613820.0437993 3316316.03195172,8613712.62049069 3316315.39840622,8613648.05518603 3316230.6302902,8613869.6922922 3316074.14646721,8614303.83830629 3315757.63661531,8614478.72122633 3315997.10895103,8614603.621695 3316173.3582653,8614764.25572021 3316393.07130785,8614816.13060292 3316465.92966053,8614804.77601486 3316470.74466132))",159.18,13.43,76782,2333,1181,153,116,37,-6,0.1296,demand gap
Noida,Sector 102,8edf65c31ac3f6aa0a14,null,10.38,11.5,3704,108,67,4,7,-3,-6,0.0597,conversion/demand gap
Gurgaon,Sector 50,be66cf97c6340f920e4b,"POLYGON((8577963.9244953 3302858.31893927,8577818.20728185 3302700.72567524,8577753.75329668 3302614.65142212,8577592.56267401 3302387.69652038,8577511.29944573 3302293.39681317,8577373.93119409 3302145.30331038,8577531.55959306 3301798.998738,8577616.38504504 3301604.33291822,8577716.68390625 3301362.96641636,8577849.26541978 3301048.95598892,8577952.01330978 3300810.00417147,8578163.4090228 3300315.66080682,8578794.03393814 3300592.69840415,8579475.97713874 3300881.76520727,8579901.21759357 3301063.2577953,8579643.17901392 3301305.7580033,8579373.22924874 3301556.48960602,8579278.94164004 3301660.40347236,8579025.68979849 3301917.21720225,8578740.26662409 3302171.6309246,8578155.06006099 3302683.89052047,8577963.9244953 3302858.31893927))",49.58,6.06,11206,502,481,44,32,12,-6,0.0915,demand gap
Gurgaon,Sector 41,e3c5b7e9b619e2b081c8,"POLYGON((8578713.99522427 3307603.44076821,8578654.88457465 3307525.81892214,8578619.03969862 3307477.9544519,8578599.33614875 3307449.337152,8578585.64385138 3307372.34932151,8578561.15356341 3307162.02791717,8578382.59710017 3307162.02791717,8578397.51391194 3306886.75372188,8578350.31444784 3306885.61414406,8578330.61089797 3306871.30611972,8578323.48645056 3306868.90034722,8578281.07372457 3306870.67302165,8578166.97124651 3306860.54345662,8578101.96066388 3306898.1495054,8577822.4374225 3306561.97797019,8578100.73614948 3306336.85538711,8578281.07372457 3306181.50022175,8578428.57204987 3306059.06592163,8578592.76829879 3305912.82993643,8578719.33855982 3305809.51612534,8578862.71806396 3305977.90791787,8579010.77298672 3306153.51875766,8579154.70908832 3306330.77788954,8579280.16615444 3306483.72908403,8579345.17673706 3306565.523238,8579472.97151249 3306725.56773422,8579573.93829064 3306858.13768605,8579392.37620116 3307012.74097892,8579237.75342845 3307150.12541995,8579057.41585336 3307305.36520429,8578919.37968478 3307425.40503226,8578713.99522427 3307603.44076821))",34.86,10.63,63664,830,311,29,26,3,-6,0.0932,demand gap
Gurgaon,Sector 76,5de3fcda2f8d078fd091,"POLYGON((8569907.06502965 3299244.26639606,8569491.39805102 3298785.66589314,8570489.82256395 3298002.13310345,8570977.17929464 3297646.31904647,8571507.39402929 3298312.65564303,8570848.16000481 3298986.36495619,8570513.75625447 3299318.2969208,8570357.24105041 3299480.7858644,8570203.17487516 3299652.76812937,8569907.06502965 3299244.26639606))",154.22,11.29,281756,3899,2702,147,229,-82,-7,0.0544,conversion/demand gap
Gurgaon,Sector 83,7b42529d509396b8d178,"POLYGON((8568535.94286155 3300111.3982868,8568277.90428189 3299971.68147799,8567996.0433312 3299822.34809267,8567262.78184534 3299399.5411465,8567604.97796004 3298897.91020707,8567975.78318387 3298506.13481277,8568590.82337051 3297887.49212434,8569069.83113939 3298401.10653262,8569548.72758878 3299055.58531696,8568602.73455602 3300058.87775764,8568535.94286155 3300111.3982868))",32.39,6.07,22895,485,572,25,56,-31,-7,0.0437,conversion/demand gap
Noida,Sector 51,30672c5806e4109ebc85,"POLYGON((8613617.10836759 3322251.7725093,8613308.97601707 3323396.00685968,8612594.75016414 3322774.94392142,8611820.74574465 3322106.11976519,8611347.86054777 3321707.19911649,8611713.32243604 3321265.32001269,8612238.75043258 3321726.33993637,8612625.80830207 3321996.21574523,8613213.35257448 3322129.95143691,8613617.10836759 3322251.7725093))",129.5,14,1130059,18149,1971,122,194,-72,-8,0.0619,conversion/demand gap
Noida,Sector 146,5fa0020825f6dd7e94ae,null,10.59,13,16480,456,104,3,9,-6,-8,0.0288,conversion/demand gap
Gurgaon,Sector 109,cd794346c2b0822f2605,"POLYGON((8573437.45136066 3313990.61555667,8572638.40005575 3314015.69961485,8572647.97353196 3313920.17774608,8572613.35317032 3313833.01780386,8572502.25631851 3313631.20924784,8572439.02684774 3313510.48028821,8571908.7007936 3313123.59756036,8571746.28565653 3312995.77923852,8571827.54888481 3312918.12608793,8571899.12731739 3312853.64771358,8571906.36308429 3312817.79837871,8571898.01412248 3312761.68106173,8571969.59255506 3312618.41195999,8572079.46489247 3312442.84290028,8572095.60621864 3312393.18742298,8572118.31539476 3312347.83895946,8572627.71338463 3312617.1452197,8573257.11378558 3312985.01164583,8573257.11378558 3313099.65528413,8573352.62590868 3313098.5151768,8573360.97487049 3313460.44079784,8573448.24935127 3313834.15797385,8573437.45136066 3313990.61555667))",43.07,14,4980,95,267,35,20,15,-8,0.1311,demand gap
Noida,Sector 131,dfe41bdde71c11cc712a,"POLYGON((8612124.20267656 3314892.40436828,8611823.19477345 3315028.47613116,8611689.38874552 3314899.49932352,8611627.27246966 3314849.32793519,8611276.1707957 3314639.14227333,8611259.47287208 3314500.66733038,8611292.86871932 3314498.26018487,8611280.9575338 3314419.45808189,8611343.07380966 3314371.69561871,8611264.25961018 3314285.67293937,8611065.99959708 3314400.32773794,8610695.7509707 3314039.64353251,8610769.77843208 3313970.34564506,8610679.05304708 3313886.73258474,8611030.15472104 3313526.06224373,8611870.950835 3312706.70405418,8612152.81178569 3312443.98295167,8612845.5529769 3313764.98783707,8612365.43201311 3313877.23113373,8612231.62598517 3314008.60512897,8612205.35458535 3314092.21895199,8612176.74547621 3314271.35699495,8612193.44339983 3314586.69139413,8612174.29644742 3314729.98160205,8612124.20267656 3314892.40436828))",7.86,15,6908,555,52,0,3,-3,-8,0.0000,conversion/demand gap
Noida,Sector 108,f3a46a54410125d2c28b,"POLYGON((8614299.05156819 3315763.08487997,8613791.43469017 3316123.68892048,8613495.21352517 3316343.52785512,8613185.85666025 3315909.93545554,8613047.37521371 3315715.31761199,8612742.8050869 3315325.9637332,8612912.45599087 3315176.58561248,8613093.90676086 3315059.64360157,8613332.7983881 3314924.58508836,8613424.7482875 3314862.50424115,8613559.77882983 3314753.80010566,8613805.79490448 3315075.10066672,8614124.61392611 3315515.76124476,8614299.05156819 3315763.08487997))",10.56,14,2720,93,106,3,7,-4,-8,0.0283,conversion/demand gap
Gurgaon,Sector 56,0e974c26dad6960b17dc,"POLYGON((8582894.15342304 3303465.03866593,8582323.30707425 3303478.20376323,8582268.3152458 3303462.63350532,8581763.14739658 3303295.41260789,8581755.91162968 3302765.15514714,8581748.78718227 3302105.93856061,8581748.78718227 3301726.09365248,8582105.90010874 3301722.54966537,8582244.49287477 3301725.46079757,8582414.03245925 3301723.68880399,8582497.63339684 3301744.06674437,8582616.41129351 3301786.72129132,8582871.44424692 3301861.65186273,8583025.51042218 3301915.95147442,8583169.44652377 3301959.61915391,8583300.24692545 3302005.56530073,8583303.80914916 3302270.73966696,8583307.37137287 3302613.51220777,8583312.15811097 3303116.92780602,8583310.93359657 3303283.51354713,8583306.14685847 3303396.30187762,8583292.12060263 3303429.46765042,8583270.7472604 3303453.89897832,8583246.4796114 3303465.03866593,8582894.15342304 3303465.03866593))",31.27,9.67,82590,502,329,22,22,0,-9,0.0669,demand gap
Gurgaon,DLF Phase 3,e0793acc781b77e3024e,"POLYGON((8581172.04578639 3311542.99244891,8581172.06978698 3311543.02811408,8581597.27078573 3312064.84491768,8581597.29148505 3312064.87120654,8581876.68489125 3312432.19140028,8581876.7013545 3312432.21367837,8582114.84134825 3312763.98251631,8582114.96323771 3312764.20908335,8582199.50296846 3312985.72760612,8582199.52278255 3312985.76770695,8582199.56687855 3312985.77520481,8582245.12608265 3312989.15638207,8582245.30287634 3312989.18560187,8582245.47161671 3312989.24590517,8582245.62688557 3312989.33535563,8582245.76369724 3312989.45108103,8582245.87765875 3312989.58936545,8582253.36992783 3313000.5512813,8582253.40005355 3313000.58701121,8582253.44409597 3313000.57137627,8582265.93451279 3312994.65950373,8582265.97485223 3312994.63547645,8582266.00992003 3312994.60425417,8582274.25844184 3312985.71834876,8582274.40772896 3312985.58665185,8582297.55330341 3312968.9516189,8582297.58891237 3312968.92044537,8582297.61792555 3312968.88305521,8582314.14267311 3312942.75865855,8582314.22246506 3312942.64959412,8582465.18232536 3312763.14807752,8582465.30272331 3312763.02747578,8582465.44185037 3312762.92906792,8582465.59566623 3312762.85571174,8582633.77226012 3312699.6120961,8582633.78196879 3312699.60832924,8582800.93225317 3312632.74483701,8582800.97285651 3312632.72363882,8582800.95848301 3312632.68014862,8582790.73488971 3312609.77618704,8582790.67069128 3312609.58017971,8582790.64806992 3312609.37517096,8582790.66798794 3312609.16988193,8582790.72959804 3312608.97304569,8582790.8302793 3312608.79303569,8582790.9657487 3312608.63750964,8582791.13024334 3312608.51308364,8582791.31676556 3312608.42505084,8583079.26388671 3312507.32415547,8583079.29127657 3312507.31362583,8583210.59025585 3312452.36194722,8583210.63174327 3312452.33967245,8583210.66181212 3312452.30343386,8583276.21261123 3312355.71419067,8583276.32462994 3312355.57704987,8583276.45908136 3312355.46181705,8583410.07803554 3312260.0853462,8583410.16325275 3312260.030807,8583510.36707473 3312202.83005336,8583510.47223597 3312202.77795246,8583549.82073793 3312186.08237324,8583549.82972803 3312186.07861033,8584331.24126838 3311863.47534454,8584331.28250707 3311863.45320683,8584331.27618469 3311863.40683081,8584281.23857597 3311655.90765701,8584281.21195305 3311655.72307857,8584281.22006487 3311655.53676652,8584336.8504034 3311251.69527704,8584336.85903244 3311251.64294333,8584368.0154975 3311089.58531682,8584368.01989919 3311089.54371575,8584368.01723907 3311089.50196712,8584287.87406623 3310552.52223283,8584287.87275996 3310552.51395612,8584252.25664659 3310338.50642429,8584252.24794744 3310338.440811,8584243.34996124 3310248.594353,8584243.34208958 3310248.55254873,8584243.31434353 3310248.52030408,8584204.5369156 3310210.70470336,8584204.40264758 3310210.54288838,8584204.3051834 3310210.35657489,8584184.39897525 3310160.028145,8584184.33313243 3310159.75247156,8584168.76234473 3309991.45872233,8584168.76057553 3309991.44249337,8584150.95655731 3309849.65274579,8584150.9465305 3309849.60842518,8584150.90180299 3309849.60040622,8584008.50269508 3309838.20929534,8584008.46181698 3309838.20940695,8584008.42151313 3309838.21623576,8583864.91103171 3309874.92067481,8583864.81169453 3309874.95771623,8583745.86869663 3309934.39804539,8583745.61461603 3309934.48473394,8583565.60770896 3309969.88136863,8583565.41004736 3309969.90014803,8583565.21257167 3309969.87950508,8583277.13721624 3309910.40462203,8583277.04679289 3309910.39442624,8583035.60384884 3309905.33101591,8583035.45556497 3309905.31680876,8582799.55321421 3309864.8057127,8582799.51067648 3309864.7974552,8582752.81603364 3309854.67852641,8582752.77749554 3309854.67329444,8582752.73861332 3309854.67415002,8582664.86771944 3309863.53229446,8582664.8035254 3309863.54302785,8582530.28908702 3309895.16223411,8582530.13776858 3309895.18575838,8582529.98463255 3309895.18590254,8582346.4854652 3309881.26810389,8582346.43770617 3309881.26332634,8582142.79611991 3309855.94281626,8582142.75173522 3309855.94172831,8582142.75137307 3309855.98612484,8582190.57585348 3310379.84863652,8582190.57408981 3310380.04806306,8582190.53278695 3310380.24317361,8582190.45358768 3310380.42620784,8582190.33964207 3310380.58988574,8582107.16843456 3310477.74098986,8582107.07434361 3310477.8370022,8582065.93975288 3310514.51882483,8582065.93312409 3310514.52484348,8582049.76540657 3310529.47068588,8582049.60427076 3310529.59195117,8582049.42208095 3310529.6784202,8582049.25398178 3310529.71975618,8582049.24076366 3310529.72428252,8582049.20555463 3310529.75451712,8582023.69680929 3310556.25351991,8582023.56282164 3310556.36998634,8581888.98723865 3310653.80669702,8581888.885712 3310653.87126863,8581713.08914398 3310751.34737823,8581713.05567411 3310751.36966523,8581713.02624712 3310751.39706951,8581623.04165824 3310849.98756873,8581622.86970813 3310850.13738672,8581622.66828486 3310850.24434902,8581526.07681371 3310888.14095788,8581526.0387937 3310888.15977705,8581526.00454261 3310888.18480793,8581473.76295949 3310933.71315635,8581473.72291532 3310933.75777319,8581473.69489069 3310933.81077147,8581444.77776709 3311009.7377106,8581444.77004241 3311009.7594942,8581386.9273743 3311185.68417282,8581386.81849701 3311185.91272193,8581353.50305929 3311237.71857395,8581353.48181157 3311237.75488859,8581262.23511603 3311409.94830303,8581262.17921298 3311410.04123853,8581172.06656206 3311542.95481376,8581172.04578639 3311542.99244891),(8582047.00839888 3310553.78285441,8582047.01620115 3310553.74028521,8582049.04396532 3310531.82283728,8582049.08380492 3310531.62129537,8582049.16398988 3310531.43214806,8582049.2811359 3310531.26337856,8582049.43029867 3310531.12211002,8582049.60518257 3310531.01430485,8582049.7984064 3310530.94451312,8582050.00181488 3310530.91568049,8582081.00234113 3310529.73998088,8582081.19327527 3310529.75104191,8582081.37861161 3310529.79825027,8582081.5515709 3310529.87987915,8582081.7058266 3310529.99294272,8582081.8357363 3310530.13330532,8582095.88419792 3310548.57604883,8582095.97852843 3310548.72570947,8582096.0450104 3310548.88965062,8582104.78260706 3310577.47078585,8582104.82043008 3310577.65497446,8582104.82310451 3310577.84298741,8582104.79053581 3310578.02817733,8582104.72387546 3310578.20399662,8582084.0221601 3310620.35252867,8582083.92532665 3310620.51067907,8582083.80095697 3310620.64823071,8582083.65332793 3310620.76045341,8582083.48751623 3310620.84348803,8582083.30922385 3310620.89447915,8582083.12458195 3310620.91167329,8582056.17594695 3310620.91167329,8582056.00823313 3310620.89750901,8582055.84527039 3310620.85541743,8582055.69167525 3310620.78659095,8582015.28028956 3310598.41866805,8582015.12584441 3310598.31319224,8582014.99374058 3310598.18080256,8582014.88859887 3310598.02612977,8582014.81409696 3310597.8545841,8582014.77284083 3310597.67216595,8582014.76627353 3310597.48525602,8582015.81390415 3310579.60598139,8582015.84113592 3310579.4256237,8582015.90067517 3310579.25321273,8582015.990541 3310579.09448468,8582016.10774354 3310578.95472049,8582016.24838341 3310578.83857019,8582032.5059768 3310567.74024441,8582032.57073377 3310567.6875884,8582046.98001263 3310553.81552296,8582047.00839888 3310553.78285441))",10.32,11,3355,172,94,1,6,-5,-9,0.0106,conversion/demand gap
